성별,생일,결혼유무,종교유무,직업코드,소득,지역코드,나이,직업,연령대
남성,1982,결혼,없음,141.0,387.0,대전/충남,18,건설 전기 및 생산 관련 관리자,청년
남성,1975,무응답,없음,873.0,241.61901596892534,대전/충남,25,자동차 운전원,청년
남성,1971,이혼,있음,442.0,241.61901596892534,대전/충남,29,음식서비스 종사자,청년
남성,1941,결혼,있음,921.0,51.0,대전/충남,59,하역 및 적재 단순 종사원,중년
여성,1991,무응답,없음,521.0,241.61901596892534,대전/충남,9,매장 판매 종사자,청년
남성,1972,결혼,있음,730.0,241.61901596892534,대전/충남,28,목재 가구 악기 및 간판 관련 기능 종사자,청년
여성,1972,결혼,있음,999.0,20.0,대전/충남,28,기타 서비스관련 단순 종사원,청년
남성,1968,결혼,있음,852.0,233.0,대전/충남,32,냉 난방 관련 설비 조작원,중년
여성,1968,결혼,있음,259.0,70.0,대전/충남,32,기타 교육 전문가,중년
남성,1996,무응답,있음,235.0,241.61901596892534,대전/충남,4,전기 전자 및 기계 공학 기술자 및 시험원,청년
여성,1934,무응답,있음,611.0,241.61901596892534,대전/충남,66,작물재배 종사자,노년
남성,1943,무응답,없음,611.0,241.61901596892534,대전/충남,57,작물재배 종사자,중년
남성,1974,이혼,있음,910.0,241.61901596892534,광주/전남/전북/제주도,26,건설 및 광업 단순 종사원,청년
남성,1979,결혼,있음,311.0,281.6,광주/전남/전북/제주도,21,행정 사무원,청년
여성,1979,결혼,있음,254.0,140.0,광주/전남/전북/제주도,21,문리 기술 및 예능 강사,청년
남성,1977,무응답,없음,864.0,240.0,광주/전남/전북/제주도,23,전기 전자 부품 및 제품 조립원,청년
남성,1975,무응답,없음,875.0,241.61901596892534,광주/전남/전북/제주도,25,건설 및 채굴 기계운전원,청년
남성,1979,결혼,있음,330.0,289.2,광주/전남/전북/제주도,21,법률 및 감사 사무 종사자,청년
여성,1980,결혼,있음,330.0,273.3,광주/전남/전북/제주도,20,법률 및 감사 사무 종사자,청년
남성,1973,결혼,없음,510.0,995.0,광주/전남/전북/제주도,27,영업 종사자,청년
여성,1974,결혼,없음,799.0,185.8,광주/전남/전북/제주도,26,기타 기능관련 종사자,청년
남성,1938,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,62,작물재배 종사자,노년
여성,1939,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,61,작물재배 종사자,노년
남성,1936,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,64,작물재배 종사자,노년
여성,1936,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,64,작물재배 종사자,노년
남성,1947,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,53,작물재배 종사자,중년
여성,1953,결혼,있음,951.0,80.0,광주/전남/전북/제주도,47,가사 및 육아 도우미,중년
남성,1939,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,61,작물재배 종사자,노년
여성,1942,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
여성,1959,결혼,있음,441.0,136.6,광주/전남/전북/제주도,41,주방장 및 조리사,중년
여성,1983,결혼,있음,311.0,223.5,광주/전남/전북/제주도,17,행정 사무원,청년
남성,1969,결혼,있음,311.0,245.8,광주/전남/전북/제주도,31,행정 사무원,중년
여성,1928,무응답,있음,941.0,10.0,서울,72,청소원 및 환경 미화원,노년
여성,1938,무응답,있음,611.0,241.61901596892534,대전/충남,62,작물재배 종사자,노년
남성,1937,무응답,없음,611.0,241.61901596892534,대전/충남,63,작물재배 종사자,노년
여성,1949,무응답,있음,611.0,241.61901596892534,대전/충남,51,작물재배 종사자,중년
여성,1949,무응답,없음,611.0,241.61901596892534,대전/충남,51,작물재배 종사자,중년
남성,1957,결혼,없음,930.0,156.0,대전/충남,43,제조관련 단순 종사원,중년
여성,1961,결혼,없음,311.0,380.0,대전/충남,39,행정 사무원,중년
여성,1986,무응답,없음,253.0,228.4,대전/충남,14,유치원 교사,청년
남성,1991,무응답,없음,441.0,230.4,대전/충남,9,주방장 및 조리사,청년
남성,1952,결혼,없음,942.0,145.4,대전/충남,48,경비원 및 검표원,중년
여성,1957,결혼,없음,952.0,120.0,대전/충남,43,음식관련 단순 종사원,중년
남성,1941,결혼,있음,941.0,241.61901596892534,대전/충남,59,청소원 및 환경 미화원,중년
남성,1980,결혼,없음,330.0,435.0,대전/충남,20,법률 및 감사 사무 종사자,청년
여성,1952,이혼,있음,952.0,81.16,대전/충남,48,음식관련 단순 종사원,중년
남성,1968,결혼,없음,149.0,425.0,대전/충남,32,기타 건설 전기 및 생산 관련 관리자,중년
여성,1971,결혼,없음,953.0,113.4,대전/충남,29,판매관련 단순 종사원,청년
남성,1982,결혼,없음,312.0,400.41,대전/충남,18,경영관련 사무원,청년
여성,1981,결혼,없음,313.0,170.0,대전/충남,19,회계 및 경리 사무원,청년
남성,1985,무응답,없음,239.0,349.0,대전/충남,15,기타 공학 전문가 및 관련 종사자,청년
남성,1942,결혼,있음,999.0,35.0,대전/충남,58,기타 서비스관련 단순 종사원,중년
남성,1979,무응답,있음,313.0,379.2,광주/전남/전북/제주도,21,회계 및 경리 사무원,청년
여성,1981,무응답,있음,441.0,192.3,광주/전남/전북/제주도,19,주방장 및 조리사,청년
여성,1953,무응답,있음,941.0,241.61901596892534,광주/전남/전북/제주도,47,청소원 및 환경 미화원,중년
남성,1964,결혼,없음,252.0,570.0,광주/전남/전북/제주도,36,학교 교사,중년
남성,1971,결혼,없음,930.0,268.3,광주/전남/전북/제주도,29,제조관련 단순 종사원,청년
여성,1947,무응답,없음,521.0,241.61901596892534,광주/전남/전북/제주도,53,매장 판매 종사자,중년
여성,1942,결혼,있음,941.0,241.61901596892534,광주/전남/전북/제주도,58,청소원 및 환경 미화원,중년
남성,1955,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,45,작물재배 종사자,중년
여성,1957,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,43,작물재배 종사자,중년
여성,1945,결혼,있음,521.0,241.61901596892534,대전/충남,55,매장 판매 종사자,중년
남성,1975,무응답,있음,521.0,241.61901596892534,대전/충남,25,매장 판매 종사자,청년
여성,1961,결혼,있음,952.0,92.0,서울,39,음식관련 단순 종사원,중년
여성,1981,무응답,있음,399.0,157.0,서울,19,고객 상담 및 기타 사무원,청년
남성,1984,무응답,있음,953.0,149.1,서울,16,판매관련 단순 종사원,청년
남성,1987,무응답,있음,953.0,168.4,서울,13,판매관련 단순 종사원,청년
남성,1960,결혼,없음,111.0,1250.0,서울,40,의회의원 고위공무원 및 공공단체임원,중년
남성,1940,결혼,있음,242.0,241.61901596892534,서울,60,약사 및 한약사,노년
남성,1974,결혼,있음,248.0,80.0,서울,26,종교관련 종사자,청년
남성,1953,결혼,있음,223.0,418.3,서울,47,정보 시스템 운영자,중년
여성,1957,결혼,있음,521.0,92.0,서울,43,매장 판매 종사자,중년
남성,1984,결혼,있음,235.0,580.0,수도권,16,전기 전자 및 기계 공학 기술자 및 시험원,청년
남성,1967,무응답,있음,510.0,300.0,서울,33,영업 종사자,중년
남성,1980,무응답,있음,399.0,273.3,서울,20,고객 상담 및 기타 사무원,청년
남성,1940,무응답,없음,999.0,20.0,서울,60,기타 서비스관련 단순 종사원,노년
남성,1956,결혼,있음,252.0,505.0,서울,44,학교 교사,중년
남성,1955,결혼,없음,873.0,241.61901596892534,수도권,45,자동차 운전원,중년
여성,1958,결혼,없음,613.0,241.61901596892534,수도권,42,축산 및 사육 관련 종사자,중년
남성,1945,결혼,있음,910.0,76.16,서울,55,건설 및 광업 단순 종사원,중년
여성,1948,결혼,있음,510.0,40.0,서울,52,영업 종사자,중년
남성,1973,무응답,있음,910.0,300.0,서울,27,건설 및 광업 단순 종사원,청년
여성,1952,결혼,없음,951.0,241.61901596892534,서울,48,가사 및 육아 도우미,중년
남성,1976,결혼,없음,312.0,324.6,서울,24,경영관련 사무원,청년
여성,1978,결혼,없음,281.0,266.3,서울,22,작가 기자 및 출판 전문가,청년
여성,1936,무응답,없음,611.0,241.61901596892534,대전/충남,64,작물재배 종사자,노년
여성,1939,무응답,있음,611.0,241.61901596892534,대전/충남,61,작물재배 종사자,노년
남성,1933,결혼,있음,611.0,241.61901596892534,대전/충남,67,작물재배 종사자,노년
여성,1936,결혼,있음,611.0,241.61901596892534,대전/충남,64,작물재배 종사자,노년
남성,1957,결혼,없음,611.0,241.61901596892534,대전/충남,43,작물재배 종사자,중년
여성,1961,결혼,없음,611.0,241.61901596892534,대전/충남,39,작물재배 종사자,중년
여성,1984,무응답,없음,521.0,241.61901596892534,대전/충남,16,매장 판매 종사자,청년
남성,1987,무응답,없음,611.0,241.61901596892534,대전/충남,13,작물재배 종사자,청년
여성,1994,무응답,없음,999.0,110.0,대전/충남,6,기타 서비스관련 단순 종사원,청년
남성,1947,결혼,있음,611.0,241.61901596892534,대전/충남,53,작물재배 종사자,중년
여성,1946,결혼,있음,611.0,241.61901596892534,대전/충남,54,작물재배 종사자,중년
남성,1991,무응답,없음,930.0,210.0,대전/충남,9,제조관련 단순 종사원,청년
여성,1974,무응답,없음,246.0,275.0,대전/충남,26,보건의료관련 종사자,청년
남성,1957,결혼,없음,611.0,241.61901596892534,대전/충남,43,작물재배 종사자,중년
여성,1956,결혼,없음,611.0,241.61901596892534,대전/충남,44,작물재배 종사자,중년
남성,1939,결혼,없음,611.0,241.61901596892534,대전/충남,61,작물재배 종사자,노년
여성,1948,결혼,없음,611.0,241.61901596892534,대전/충남,52,작물재배 종사자,중년
남성,1941,결혼,있음,611.0,241.61901596892534,대전/충남,59,작물재배 종사자,중년
여성,1943,결혼,있음,611.0,241.61901596892534,대전/충남,57,작물재배 종사자,중년
남성,1946,결혼,없음,611.0,241.61901596892534,대전/충남,54,작물재배 종사자,중년
여성,1955,결혼,없음,611.0,241.61901596892534,대전/충남,45,작물재배 종사자,중년
남성,1980,무응답,없음,239.0,525.0,대전/충남,20,기타 공학 전문가 및 관련 종사자,청년
여성,1981,무응답,없음,951.0,107.1,대전/충남,19,가사 및 육아 도우미,청년
남성,1981,무응답,없음,999.0,179.5,대전/충남,19,기타 서비스관련 단순 종사원,청년
여성,1980,무응답,없음,421.0,160.0,대전/충남,20,의료 복지 관련 서비스 종사자,청년
남성,1964,결혼,있음,910.0,241.61901596892534,대전/충남,36,건설 및 광업 단순 종사원,중년
여성,1961,결혼,있음,930.0,241.61901596892534,대전/충남,39,제조관련 단순 종사원,중년
남성,1956,결혼,없음,921.0,250.0,광주/전남/전북/제주도,44,하역 및 적재 단순 종사원,중년
남성,1976,결혼,있음,313.0,458.3,광주/전남/전북/제주도,24,회계 및 경리 사무원,청년
여성,1977,결혼,있음,252.0,438.9,광주/전남/전북/제주도,23,학교 교사,청년
남성,1945,결혼,있음,611.0,241.61901596892534,강원도/충북,55,작물재배 종사자,중년
여성,1950,결혼,있음,611.0,241.61901596892534,강원도/충북,50,작물재배 종사자,중년
여성,1943,무응답,있음,611.0,241.61901596892534,강원도/충북,57,작물재배 종사자,중년
여성,1941,무응답,있음,611.0,241.61901596892534,강원도/충북,59,작물재배 종사자,중년
남성,1939,결혼,없음,611.0,241.61901596892534,강원도/충북,61,작물재배 종사자,노년
여성,1943,결혼,없음,611.0,241.61901596892534,강원도/충북,57,작물재배 종사자,중년
여성,1945,결혼,있음,930.0,138.8,부산/경남/울산,55,제조관련 단순 종사원,중년
남성,1974,결혼,없음,873.0,314.1,부산/경남/울산,26,자동차 운전원,청년
여성,1972,결혼,있음,247.0,138.8,부산/경남/울산,28,사회복지관련 종사자,청년
남성,1977,무응답,있음,851.0,300.0,부산/경남/울산,23,금속공작기계 조작원,청년
남성,1951,결혼,없음,930.0,200.0,부산/경남/울산,49,제조관련 단순 종사원,중년
남성,1982,무응답,없음,510.0,240.0,부산/경남/울산,18,영업 종사자,청년
남성,1982,무응답,있음,231.0,100.0,부산/경남/울산,18,건축 및 토목 공학 기술자 및 시험원,청년
여성,1991,무응답,있음,521.0,130.0,부산/경남/울산,9,매장 판매 종사자,청년
여성,1945,무응답,있음,941.0,60.0,서울,55,청소원 및 환경 미화원,중년
남성,1967,결혼,있음,312.0,290.3,서울,33,경영관련 사무원,중년
여성,1975,결혼,있음,313.0,180.0,서울,25,회계 및 경리 사무원,청년
남성,1945,결혼,없음,132.0,251.0,서울,55,보험 및 금융 관리자,중년
남성,1958,결혼,없음,875.0,307.1,서울,42,건설 및 채굴 기계운전원,중년
여성,1961,결혼,없음,521.0,241.61901596892534,서울,39,매장 판매 종사자,중년
남성,1959,결혼,있음,320.0,338.1,서울,41,금융 및 보험관련 사무 종사자,중년
남성,1988,무응답,있음,399.0,200.0,서울,12,고객 상담 및 기타 사무원,청년
남성,1954,결혼,있음,811.0,241.61901596892534,서울,46,식품가공관련 기계조작원,중년
여성,1958,결혼,있음,811.0,241.61901596892534,서울,42,식품가공관련 기계조작원,중년
여성,1982,무응답,있음,530.0,244.0,서울,18,방문 노점 및 통신 판매 관련 종사자,청년
여성,1955,결혼,있음,421.0,17.0,대구/경북,45,의료 복지 관련 서비스 종사자,중년
남성,1942,결혼,있음,521.0,241.61901596892534,대구/경북,58,매장 판매 종사자,중년
여성,1942,결혼,있음,521.0,241.61901596892534,대구/경북,58,매장 판매 종사자,중년
남성,1946,결혼,있음,930.0,158.0,부산/경남/울산,54,제조관련 단순 종사원,중년
여성,1951,결혼,없음,930.0,100.8,부산/경남/울산,49,제조관련 단순 종사원,중년
여성,1950,이혼,없음,421.0,50.0,대구/경북,50,의료 복지 관련 서비스 종사자,중년
여성,1950,결혼,있음,421.0,75.0,부산/경남/울산,50,의료 복지 관련 서비스 종사자,중년
여성,1943,무응답,있음,991.0,241.61901596892534,부산/경남/울산,57,농립어업관련 단순 종사원,중년
여성,1962,이혼,있음,521.0,241.61901596892534,부산/경남/울산,38,매장 판매 종사자,중년
남성,1938,결혼,없음,611.0,241.61901596892534,부산/경남/울산,62,작물재배 종사자,노년
여성,1950,결혼,있음,941.0,87.0,부산/경남/울산,50,청소원 및 환경 미화원,중년
남성,1979,결혼,없음,873.0,330.6,부산/경남/울산,21,자동차 운전원,청년
여성,1978,결혼,없음,999.0,241.61901596892534,부산/경남/울산,22,기타 서비스관련 단순 종사원,청년
남성,1935,결혼,있음,876.0,156.0,부산/경남/울산,65,선박 갑판승무원 및 관련 종사원,노년
남성,1955,결혼,없음,753.0,257.0,부산/경남/울산,45,기계장비 설치 및 정비원,중년
남성,1936,결혼,있음,521.0,241.61901596892534,부산/경남/울산,64,매장 판매 종사자,노년
여성,1942,결혼,있음,521.0,241.61901596892534,부산/경남/울산,58,매장 판매 종사자,중년
남성,1975,결혼,있음,853.0,371.0,부산/경남/울산,25,자동조립라인 및 산업용 로봇 조작원,청년
남성,1976,결혼,없음,873.0,431.0,부산/경남/울산,24,자동차 운전원,청년
여성,1965,결혼,없음,930.0,205.0,부산/경남/울산,35,제조관련 단순 종사원,중년
남성,1988,무응답,없음,314.0,150.0,부산/경남/울산,12,비서 및 사무 보조원,청년
여성,1984,무응답,없음,313.0,188.0,부산/경남/울산,16,회계 및 경리 사무원,청년
남성,1949,이혼,없음,875.0,241.61901596892534,수도권,51,건설 및 채굴 기계운전원,중년
남성,1958,무응답,있음,941.0,333.3,수도권,42,청소원 및 환경 미화원,중년
남성,1964,결혼,있음,773.0,241.61901596892534,부산/경남/울산,36,건축마감관련 기능 종사자,중년
여성,1966,결혼,있음,930.0,129.6,부산/경남/울산,34,제조관련 단순 종사원,중년
여성,1989,무응답,있음,259.0,254.0,부산/경남/울산,11,기타 교육 전문가,청년
여성,1943,무응답,있음,952.0,20.0,부산/경남/울산,57,음식관련 단순 종사원,중년
남성,1957,결혼,있음,710.0,271.6,부산/경남/울산,43,식품가공관련 기능 종사자,중년
여성,1963,결혼,있음,930.0,173.3,부산/경남/울산,37,제조관련 단순 종사원,중년
남성,1946,결혼,없음,841.0,269.5,부산/경남/울산,54,주조 및 금속 가공관련 기계조작원,중년
여성,1977,무응답,있음,521.0,120.0,부산/경남/울산,23,매장 판매 종사자,청년
남성,1977,결혼,없음,312.0,333.3,부산/경남/울산,23,경영관련 사무원,청년
여성,1980,결혼,없음,259.0,80.0,부산/경남/울산,20,기타 교육 전문가,청년
여성,1969,이혼,없음,521.0,158.0,부산/경남/울산,31,매장 판매 종사자,중년
여성,1991,무응답,없음,510.0,164.7,부산/경남/울산,9,영업 종사자,청년
남성,1979,무응답,없음,510.0,250.0,수도권,21,영업 종사자,청년
남성,1962,결혼,없음,771.0,254.2,수도권,38,건설구조관련 기능 종사자,중년
남성,1951,결혼,있음,953.0,250.0,수도권,49,판매관련 단순 종사원,중년
여성,1953,결혼,있음,953.0,150.0,수도권,47,판매관련 단순 종사원,중년
남성,1977,결혼,있음,151.0,241.61901596892534,수도권,23,판매 및 운송 관리자,청년
남성,1981,무응답,있음,235.0,352.0,수도권,19,전기 전자 및 기계 공학 기술자 및 시험원,청년
여성,1983,결혼,있음,313.0,192.0,수도권,17,회계 및 경리 사무원,청년
남성,1976,결혼,없음,761.0,283.0,수도권,24,전기 및 전자기기 설치 및 수리원,청년
여성,1977,결혼,없음,259.0,80.0,수도권,23,기타 교육 전문가,청년
남성,1975,무응답,있음,762.0,210.0,수도권,25,전기공,청년
남성,1970,결혼,없음,751.0,300.0,수도권,30,자동차 정비원,중년
여성,1973,결혼,없음,254.0,125.0,수도권,27,문리 기술 및 예능 강사,청년
여성,1949,결혼,없음,953.0,241.61901596892534,대구/경북,51,판매관련 단순 종사원,중년
남성,1953,결혼,있음,271.0,241.61901596892534,대구/경북,47,인사 및 경영 전문가,중년
여성,1962,결혼,있음,930.0,202.0,대구/경북,38,제조관련 단순 종사원,중년
남성,1985,무응답,있음,861.0,265.8,대구/경북,15,발전 및 배전 장치 조작원,청년
남성,1945,결혼,없음,999.0,241.61901596892534,부산/경남/울산,55,기타 서비스관련 단순 종사원,중년
남성,1962,무응답,없음,942.0,125.0,부산/경남/울산,38,경비원 및 검표원,중년
남성,1934,결혼,없음,611.0,241.61901596892534,부산/경남/울산,66,작물재배 종사자,노년
남성,1929,무응답,있음,611.0,241.61901596892534,부산/경남/울산,71,작물재배 종사자,노년
여성,1933,무응답,있음,611.0,241.61901596892534,부산/경남/울산,67,작물재배 종사자,노년
여성,1933,무응답,있음,611.0,241.61901596892534,부산/경남/울산,67,작물재배 종사자,노년
여성,1949,결혼,있음,399.0,241.61901596892534,부산/경남/울산,51,고객 상담 및 기타 사무원,중년
여성,1947,결혼,있음,941.0,90.0,부산/경남/울산,53,청소원 및 환경 미화원,중년
남성,1944,결혼,없음,942.0,120.0,부산/경남/울산,56,경비원 및 검표원,중년
여성,1939,무응답,없음,999.0,20.0,부산/경남/울산,61,기타 서비스관련 단순 종사원,노년
여성,1968,이혼,없음,941.0,241.61901596892534,부산/경남/울산,32,청소원 및 환경 미화원,중년
여성,1974,무응답,있음,399.0,170.0,수도권,26,고객 상담 및 기타 사무원,청년
남성,1971,결혼,없음,521.0,214.4,부산/경남/울산,29,매장 판매 종사자,청년
여성,1976,결혼,없음,247.0,104.0,부산/경남/울산,24,사회복지관련 종사자,청년
남성,1961,결혼,있음,841.0,226.6,부산/경남/울산,39,주조 및 금속 가공관련 기계조작원,중년
여성,1964,결혼,있음,930.0,184.8,부산/경남/울산,36,제조관련 단순 종사원,중년
남성,1961,결혼,있음,753.0,666.6,부산/경남/울산,39,기계장비 설치 및 정비원,중년
여성,1963,결혼,있음,521.0,241.61901596892534,부산/경남/울산,37,매장 판매 종사자,중년
남성,1973,결혼,없음,761.0,389.9,수도권,27,전기 및 전자기기 설치 및 수리원,청년
여성,1973,결혼,없음,399.0,120.0,수도권,27,고객 상담 및 기타 사무원,청년
남성,1967,결혼,없음,442.0,241.61901596892534,수도권,33,음식서비스 종사자,중년
남성,1956,결혼,없음,873.0,241.61901596892534,수도권,44,자동차 운전원,중년
여성,1983,무응답,없음,222.0,300.0,수도권,17,정보시스템 개발 전문가,청년
여성,1953,결혼,있음,864.0,117.5,수도권,47,전기 전자 부품 및 제품 조립원,중년
남성,1982,무응답,있음,930.0,158.0,수도권,18,제조관련 단순 종사원,청년
여성,1969,무응답,있음,999.0,75.0,수도권,31,기타 서비스관련 단순 종사원,중년
여성,1998,무응답,있음,521.0,241.61901596892534,수도권,2,매장 판매 종사자,청년
여성,1962,무응답,있음,510.0,166.6,수도권,38,영업 종사자,중년
남성,1965,결혼,없음,224.0,488.0,수도권,35,통신 및 방송송출 장비 기사,중년
여성,1964,결혼,없음,873.0,241.61901596892534,수도권,36,자동차 운전원,중년
여성,1991,무응답,없음,285.0,258.0,수도권,9,디자이너,청년
남성,1953,결혼,있음,611.0,241.61901596892534,부산/경남/울산,47,작물재배 종사자,중년
여성,1956,결혼,있음,611.0,241.61901596892534,부산/경남/울산,44,작물재배 종사자,중년
여성,1957,무응답,없음,991.0,241.61901596892534,부산/경남/울산,43,농립어업관련 단순 종사원,중년
남성,1957,결혼,있음,942.0,150.0,부산/경남/울산,43,경비원 및 검표원,중년
여성,1961,결혼,있음,952.0,108.0,부산/경남/울산,39,음식관련 단순 종사원,중년
여성,1951,결혼,없음,611.0,241.61901596892534,부산/경남/울산,49,작물재배 종사자,중년
남성,1942,결혼,있음,941.0,241.61901596892534,대구/경북,58,청소원 및 환경 미화원,중년
남성,1974,결혼,없음,271.0,608.0,부산/경남/울산,26,인사 및 경영 전문가,청년
여성,1978,결혼,없음,399.0,50.0,부산/경남/울산,22,고객 상담 및 기타 사무원,청년
여성,1951,이혼,없음,421.0,76.9,부산/경남/울산,49,의료 복지 관련 서비스 종사자,중년
여성,1952,무응답,있음,952.0,140.0,부산/경남/울산,48,음식관련 단순 종사원,중년
여성,1981,결혼,없음,254.0,220.0,부산/경남/울산,19,문리 기술 및 예능 강사,청년
여성,1948,무응답,있음,611.0,241.61901596892534,부산/경남/울산,52,작물재배 종사자,중년
남성,1991,무응답,있음,999.0,241.61901596892534,부산/경남/울산,9,기타 서비스관련 단순 종사원,청년
남성,1959,이혼,없음,910.0,241.61901596892534,부산/경남/울산,41,건설 및 광업 단순 종사원,중년
여성,1942,무응답,있음,952.0,20.0,대구/경북,58,음식관련 단순 종사원,중년
남성,1969,무응답,있음,910.0,241.61901596892534,광주/전남/전북/제주도,31,건설 및 광업 단순 종사원,중년
여성,1937,무응답,있음,941.0,44.8,광주/전남/전북/제주도,63,청소원 및 환경 미화원,노년
남성,1947,결혼,있음,942.0,100.0,광주/전남/전북/제주도,53,경비원 및 검표원,중년
여성,1950,결혼,있음,951.0,32.0,광주/전남/전북/제주도,50,가사 및 육아 도우미,중년
남성,1991,무응답,있음,753.0,180.0,광주/전남/전북/제주도,9,기계장비 설치 및 정비원,청년
여성,1937,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,63,작물재배 종사자,노년
남성,1981,결혼,없음,510.0,399.6,광주/전남/전북/제주도,19,영업 종사자,청년
여성,1983,결혼,없음,314.0,147.0,광주/전남/전북/제주도,17,비서 및 사무 보조원,청년
여성,1968,결혼,있음,951.0,109.6,광주/전남/전북/제주도,32,가사 및 육아 도우미,중년
여성,1958,결혼,없음,441.0,154.0,광주/전남/전북/제주도,42,주방장 및 조리사,중년
여성,1985,결혼,있음,399.0,213.8,광주/전남/전북/제주도,15,고객 상담 및 기타 사무원,청년
남성,1980,결혼,있음,510.0,335.0,광주/전남/전북/제주도,20,영업 종사자,청년
남성,1963,결혼,없음,873.0,247.0,수도권,37,자동차 운전원,중년
남성,1950,결혼,없음,992.0,142.0,수도권,50,계기검침 수금 및 주차 관련 종사원,중년
여성,1950,결혼,없음,951.0,58.0,수도권,50,가사 및 육아 도우미,중년
남성,1938,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,62,작물재배 종사자,노년
여성,1942,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
남성,1973,무응답,있음,312.0,178.0,광주/전남/전북/제주도,27,경영관련 사무원,청년
여성,1965,결혼,없음,952.0,120.0,광주/전남/전북/제주도,35,음식관련 단순 종사원,중년
남성,1959,무응답,없음,941.0,340.8,광주/전남/전북/제주도,41,청소원 및 환경 미화원,중년
남성,1962,결혼,없음,441.0,425.7,광주/전남/전북/제주도,38,주방장 및 조리사,중년
여성,1964,결혼,없음,441.0,241.61901596892534,광주/전남/전북/제주도,36,주방장 및 조리사,중년
남성,1992,무응답,없음,953.0,154.0,광주/전남/전북/제주도,8,판매관련 단순 종사원,청년
남성,1977,결혼,없음,411.0,310.8,광주/전남/전북/제주도,23,경찰 소방 및 교도 관련 종사자,청년
여성,1976,결혼,없음,313.0,151.0,광주/전남/전북/제주도,24,회계 및 경리 사무원,청년
남성,1972,결혼,있음,432.0,241.61901596892534,광주/전남/전북/제주도,28,여가 및 스포츠 관련 종사자,청년
여성,1977,결혼,있음,521.0,241.61901596892534,광주/전남/전북/제주도,23,매장 판매 종사자,청년
여성,1962,무응답,없음,441.0,165.6,광주/전남/전북/제주도,38,주방장 및 조리사,중년
남성,1960,이혼,있음,412.0,200.0,광주/전남/전북/제주도,40,경호 및 보안 관련 종사자,중년
여성,1959,이혼,있음,421.0,110.0,서울,41,의료 복지 관련 서비스 종사자,중년
남성,1983,무응답,있음,910.0,144.0,서울,17,건설 및 광업 단순 종사원,청년
남성,1986,무응답,있음,399.0,120.0,서울,14,고객 상담 및 기타 사무원,청년
남성,1983,무응답,있음,521.0,160.0,서울,17,매장 판매 종사자,청년
여성,1955,무응답,있음,442.0,241.61901596892534,광주/전남/전북/제주도,45,음식서비스 종사자,중년
남성,1982,무응답,있음,521.0,161.7,광주/전남/전북/제주도,18,매장 판매 종사자,청년
남성,1966,결혼,있음,873.0,374.9,수도권,34,자동차 운전원,중년
여성,1994,무응답,있음,442.0,241.61901596892534,수도권,6,음식서비스 종사자,청년
남성,1981,결혼,없음,741.0,243.2,수도권,19,금형 주조 및 단조원,청년
여성,1937,결혼,있음,952.0,20.0,수도권,63,음식관련 단순 종사원,노년
남성,1969,결혼,없음,922.0,195.4,수도권,31,배달원,중년
여성,1944,결혼,있음,951.0,60.0,수도권,56,가사 및 육아 도우미,중년
남성,1970,결혼,없음,312.0,451.8,수도권,30,경영관련 사무원,중년
여성,1996,무응답,없음,442.0,241.61901596892534,수도권,4,음식서비스 종사자,청년
남성,1968,결혼,없음,910.0,241.61901596892534,광주/전남/전북/제주도,32,건설 및 광업 단순 종사원,중년
여성,1980,결혼,없음,930.0,146.6,광주/전남/전북/제주도,20,제조관련 단순 종사원,청년
남성,1954,이혼,없음,941.0,241.61901596892534,광주/전남/전북/제주도,46,청소원 및 환경 미화원,중년
여성,1974,이혼,있음,442.0,241.61901596892534,광주/전남/전북/제주도,26,음식서비스 종사자,청년
남성,1937,결혼,없음,259.0,20.0,광주/전남/전북/제주도,63,기타 교육 전문가,노년
남성,1941,결혼,있음,873.0,241.61901596892534,광주/전남/전북/제주도,59,자동차 운전원,중년
여성,1948,무응답,없음,941.0,20.0,광주/전남/전북/제주도,52,청소원 및 환경 미화원,중년
남성,1945,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,55,작물재배 종사자,중년
여성,1950,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,50,작물재배 종사자,중년
남성,1929,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,71,작물재배 종사자,노년
여성,1933,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,67,작물재배 종사자,노년
남성,1937,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,63,작물재배 종사자,노년
여성,1936,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,64,작물재배 종사자,노년
